"Conc","timestamp","Bosch1","Bosch2","SGP30","Winzen1","Winzen2","Temperature","Humidity","absolute_Humidity","Bosch1_ppm","Bosch2_ppm"
0.129353,"2021-02-04 18:51:00",121.3395,67.0495,93.7,18,93,28.308,8.1295,2.24944784660656,1289.34035879103,1261.49230297834
0.128257,"2021-02-04 18:52:00",121.821,67.3885,93,18,96.4,28.117,8.1935,2.24348152406266,1287.70976023665,1258.50811032102
0.129474,"2021-02-04 18:53:00",121.8295,67.488,95.65,18,104.3,28.116,8.238,2.25554211233585,1280.92074819247,1249.96203326409
0.129424,"2021-02-04 18:55:00",121.1525,67.1585,99.55,18,85.5,28.5445,8.113,2.27420450424301,1277.58633507831,1245.77994940795
0.12962,"2021-02-04 18:56:00",121.1175,66.9805,97.55,18,82.9,28.6445,8.0565,2.27077691457664,1279.83287329163,1250.98277655578
0.128749,"2021-02-04 18:57:00",121.0575,66.9725,96.85,18,83.5,28.6365,8.0485,2.26752807183329,1282.24193891659,1252.92176146108
0.129101,"2021-02-04 18:58:00",121.405,67.0025,91.6,18,86.4,28.5305,8.064,2.25873463583317,1283.51581088032,1257.21885823816
0.128616,"2021-02-04 19:00:00",122.297,67.4955,88.15,18,94.8,28.189,8.1625,2.24385922885294,1282.62463434742,1256.3144963891
0.12839,"2021-02-04 19:01:00",122.502,67.6885,89.3,18,99.4,28.0765,8.224,2.24682154206346,1278.88193447401,1251.0961395099
0.128099,"2021-02-04 19:02:00",122.279,67.786,92.6,18,103.3,28.259,8.2035,2.26382215967569,1271.73693570683,1239.87436216092
0.128272,"2021-02-04 19:03:00",121.7125,67.6,96.1,18,89,28.495,8.126,2.27167437238629,1273.21324824864,1238.98078491261
0.128986,"2021-02-04 19:05:00",121.6355,67.204,92.9,18,84.2,28.5945,8.064,2.26667259685499,1276.75958249104,1249.08008777002
0.128638,"2021-02-04 19:06:00",121.9955,67.373,93.05,18,86.5,28.511,8.078,2.26023802686442,1276.61898163909,1249.49413250765
0.127991,"2021-02-04 19:07:00",122.1385,67.4455,90.05,18,90,28.3685,8.115,2.25290736769732,1279.21535154351,1252.21046212302
0.1263,"2021-02-04 19:08:00",122.5055,67.716,87.1,18,94.3,28.1975,8.169,2.2466955688546,1278.91630736656,1250.65848766194
0.126976,"2021-02-04 19:10:00",122.453,68.124,91.95,18,105.7,28.231,8.2155,2.26364827163276,1270.05549920628,1233.75301794695
0.125182,"2021-02-04 19:11:00",122.435,67.8155,92.5,18,90.2,28.4455,8.1525,2.27290270755493,1265.13932018468,1234.32657093848
0.12602,"2021-02-04 19:12:00",122.0755,67.6555,92.25,8.1,83.9,28.5835,8.092,2.273172199855,1268.66683356249,1237.13103322774
0.126258,"2021-02-04 19:13:00",121.82,67.538,91.7,0,83.9,28.5975,8.077,2.27069998853501,1272.64597389713,1240.66403520502
0.123963,"2021-02-04 19:15:00",122.3865,67.8645,87.85,18,90,28.3985,8.115,2.25662027931926,1274.62145156073,1242.4105838084
0.123598,"2021-02-04 19:16:00",122.8235,67.907,85.65,18,94.5,28.215,8.1755,2.25064702992485,1273.47920532941,1244.94114223372
0.123408,"2021-02-04 19:17:00",123.218,68.032,86.95,18,97.6,28.067,8.2365,2.24906070712147,1270.35207950254,1243.52366410145
0.1234,"2021-02-04 19:18:00",122.975,68.105,90.2,18,104.9,28.2165,8.23,2.26583721353737,1263.53008682176,1232.89353289341
0.123904,"2021-02-04 19:20:00",122.137,67.69,94.7,0,85.1,28.6185,8.084,2.27528462739174,1266.87619055517,1235.33270689265
0.122708,"2021-02-04 19:21:00",122.148,67.675,94.7,0,84.3,28.6305,8.0665,2.2718523523638,1268.65067028495,1237.49678882628
0.12169,"2021-02-04 19:22:00",122.2885,67.7375,92.25,0,86.9,28.562,8.0775,2.26642650258171,1270.20262890032,1239.33184438005
0.122031,"2021-02-04 19:22:00",122.2885,67.7375,92.25,0,86.9,28.562,8.0775,2.26642650258171,1270.20262890032,1239.33184438005
0.121268,"2021-02-04 19:25:00",123.6655,68.3145,87,18,97.4,28.085,8.2265,2.24855581718338,1266.10122804806,1238.62448214923
0.121839,"2021-02-04 19:26:00",123.208,68.317,90.65,18,106.1,28.1735,8.2475,2.26529451764344,1261.46338634421,1229.30795212198
0.121417,"2021-02-04 19:26:00",123.208,68.317,90.65,18,106.1,28.1735,8.2475,2.26529451764344,1261.46338634421,1229.30795212198
0.122075,"2021-02-04 19:27:00",122.9385,68.332,92.75,11.7,94.2,28.417,8.1735,2.2751967473482,1258.74839016614,1223.58133806757
0.123945,"2021-02-04 19:30:00",122.648,67.8905,93.5,0,86.8,28.5795,8.071,2.26677596530973,1266.34058391111,1236.31890508865
0.122766,"2021-02-04 19:30:00",122.648,67.8905,93.5,0,86.8,28.5795,8.071,2.26677596530973,1266.34058391111,1236.31890508865
0.122527,"2021-02-04 19:31:00",122.8055,68.089,91.5,3.6,90.8,28.4555,8.105,2.26089982447453,1267.98098003679,1235.91402518217
0.120542,"2021-02-04 19:32:00",123.264,68.223,91,18,94.1,28.2815,8.153,2.25266904946199,1267.88164919063,1238.01533845742
0.122662,"2021-02-04 19:34:00",123.6515,68.6045,93.5,18,106.5,28.1495,8.249,2.26271869837726,1258.39411797823,1225.48074389821
0.122774,"2021-02-04 19:35:00",123.1285,68.535,95.9,9.9,96.8,28.4215,8.177,2.27673315767935,1255.97419760362,1219.02953244868
0.122945,"2021-02-04 19:36:00",122.7645,68.094,99.1,0,86.7,28.618,8.105,2.28113269377405,1257.26184048451,1224.68570110869
0.122861,"2021-02-04 19:37:00",122.4475,67.9325,98.05,0,84.6,28.7005,8.064,2.27987270854516,1261.18436870305,1228.34450326747
0.12304,"2021-02-04 19:39:00",122.5375,67.9415,95.95,0,90.8,28.561,8.099,2.27233452013557,1264.40580236785,1232.3187659553
0.121821,"2021-02-04 19:40:00",123.047,68.2975,95.8,10.8,95.3,28.403,8.1465,2.265939358313,1262.74209572517,1229.30902022035
0.121739,"2021-02-04 19:41:00",123.313,68.178,93.6,18,99.5,28.21,8.217,2.2614500875669,1262.52174471383,1233.97701024494
0.12179,"2021-02-04 19:42:00",123.6605,68.4,95.95,18,103.4,28.068,8.28,2.26106323246819,1259.21800814091,1230.12724428294
0.121724,"2021-02-04 19:44:00",122.8635,68.3275,101.6,2.7,95.9,28.4715,8.2065,2.29122351070252,1250.73691425209,1214.88937442966
0.121223,"2021-02-04 19:45:00",122.7085,68.124,101.75,0,88.8,28.6215,8.143,2.29226724833793,1251.74557119407,1218.04851628126
0.11888,"2021-02-04 19:46:00",122.538,68.0445,100.55,0,88.4,28.6535,8.1155,2.2885344489721,1255.52081679668,1221.54530321104
0.119568,"2021-02-04 19:47:00",122.6405,68.045,99.2,0,91.7,28.597,8.125,2.28413171864937,1256.88275207113,1223.94321031044
0.123355,"2021-02-04 19:49:00",123.3985,68.343,97.5,9.9,98,28.3045,8.205,2.26990245818758,1256.99207132943,1226.29221883084
0.122799,"2021-02-04 19:50:00",123.7875,68.5885,95.8,18,101.3,28.1185,8.2715,2.26502574773966,1255.74620138093,1224.49846354052
0.122537,"2021-02-04 19:51:00",123.6505,68.59,100.2,18,109.8,28.157,8.302,2.27819603820002,1249.8831467118,1217.22388695542
0.122306,"2021-02-04 19:52:00",123.0575,68.541,104.4,6.3,101.2,28.398,8.24,2.29131741704528,1248.71350528712,1210.93841219637
0.122919,"2021-02-04 19:54:00",122.592,68.214,102.25,0,89.4,28.655,8.1305,2.29295277568233,1252.55912036069,1216.02443563373
0.12266,"2021-02-04 19:55:00",122.7965,68.083,102.15,0,90.8,28.61,8.124,2.2854781369719,1254.55713378441,1222.50872210221
0.123056,"2021-02-04 19:56:00",122.9175,68.166,103.35,0,93.8,28.4925,8.1545,2.27932918666195,1256.69361444275,1224.35336179694
0.122434,"2021-02-04 19:57:00",123.44,68.363,98.65,1.8,98.3,28.315,8.204,2.27093500542346,1256.00327759206,1225.35799200783
0.122305,"2021-02-04 19:59:00",123.7875,68.8155,101.35,13.5,108.9,28.0995,8.3165,2.27496953616563,1250.27053251723,1214.89263459199
0.122719,"2021-02-04 20:00:00",123.4015,68.708,104.1,0,104.6,28.3555,8.2575,2.29083307034049,1245.48833612771,1208.16075148949
0.121943,"2021-02-04 20:00:00",123.4015,68.708,104.1,0,104.6,28.3555,8.2575,2.29083307034049,1245.48833612771,1208.16075148949
0.12188,"2021-02-04 20:01:00",122.984,68.5425,105.8,0,92.8,28.576,8.1785,2.29652722659053,1246.62140933122,1208.07213539771
